N,P,K,temperature,humidity,ph,rainfall,label
28.05,35.86,27.15,30.63,57.01,6.25,82.73,pigeonpeas
47.1,40.0,68.58,12.01,89.29,6.12,162.83,apple
88.1,41.6,50.56,28.69,60.38,7.43,198.77,mango
30.55,48.85,31.33,25.54,42.34,7.03,86.43,pigeonpeas
57.44,63.0,82.92,37.72,94.21,6.56,29.59,muskmelon
104.53,50.88,45.19,24.85,57.81,6.68,83.93,maize
73.62,39.65,63.78,33.3,64.73,6.33,77.76,pomegranate
85.15,53.49,49.36,28.83,63.13,6.65,189.38,mango
115.08,50.9,46.12,29.8,79.85,6.54,202.92,jute
60.8,46.2,57.92,22.37,88.63,6.17,150.13,coffee
78.91,56.05,110.44,31.04,96.52,6.53,24.36,muskmelon
82.56,55.27,90.24,27.98,83.12,6.46,50.8,watermelon
21.14,63.54,30.61,21.02,17.36,6.67,72.42,chickpea
90.15,45.89,96.33,30.03,92.45,5.91,171.83,papaya
29.66,41.93,20.08,30.13,88.11,6.61,64.78,mungbean
23.91,59.97,21.83,18.08,59.03,6.53,43.56,lentil
89.6,46.71,64.86,19.1,66.53,6.83,80.24,grapes
73.86,59.32,77.85,28.47,86.92,6.19,56.88,watermelon
82.61,41.31,51.6,14.26,91.62,6.44,163.35,orange
83.85,45.4,83.8,23.31,92.53,6.26,178.85,papaya
80.91,61.55,75.2,34.62,93.38,6.67,35.63,muskmelon
76.6,47.24,38.37,21.87,84.19,5.87,183.65,coffee
79.58,56.13,83.5,25.52,85.26,6.34,63.81,watermelon
75.9,62.44,107.84,29.45,91.31,6.31,37.03,muskmelon
30.93,54.26,27.86,35.26,58.0,6.92,55.18,mothbeans
111.86,56.86,100.84,34.53,77.65,6.57,148.4,banana
92.09,41.04,63.02,16.9,70.72,6.82,78.59,grapes
71.69,57.5,51.87,15.36,89.85,5.9,145.7,apple
79.47,44.38,90.76,32.36,91.83,6.69,26.53,muskmelon
82.61,43.46,34.59,19.0,89.46,6.57,174.84,orange
85.15,72.03,82.26,26.15,85.08,6.48,46.34,watermelon
79.76,42.94,93.72,28.27,94.84,6.08,160.34,papaya
79.82,52.47,60.0,31.95,89.89,6.57,52.78,watermelon
89.59,43.65,67.85,34.4,55.56,6.05,73.89,pomegranate
95.4,58.08,104.39,26.13,92.11,5.93,199.16,papaya
90.57,51.04,111.29,31.52,91.04,7.2,133.07,coconut
67.22,48.26,59.6,13.22,94.27,6.05,158.97,apple
123.5,44.8,50.65,25.27,74.85,6.1,69.65,maize
100.68,44.08,40.61,18.29,95.77,6.94,128.78,orange
97.49,56.53,76.91,23.67,94.71,6.38,165.43,papaya
109.14,57.18,38.65,24.23,64.2,6.44,66.53,maize
101.9,44.58,108.7,27.37,92.17,6.04,147.87,papaya
79.08,63.08,119.98,29.47,85.87,6.3,46.02,watermelon
75.17,48.99,42.96,25.77,55.9,6.44,147.26,mango
99.33,53.01,42.41,19.67,81.71,6.14,193.69,coffee
95.47,33.35,50.67,22.91,86.02,5.96,227.16,rice
15.55,59.09,31.59,19.94,21.49,6.41,145.63,kidneybeans
97.24,46.12,45.8,18.91,85.73,6.07,180.65,coffee
19.9,53.69,24.59,18.58,68.11,6.37,58.48,lentil
78.87,54.79,78.51,31.86,81.26,6.41,41.76,watermelon
99.45,34.79,62.92,15.81,67.13,6.6,83.23,grapes
91.25,59.82,105.2,30.01,81.51,6.29,186.42,banana
26.32,47.22,32.01,35.02,56.29,6.54,69.32,mothbeans
95.9,51.75,46.18,11.41,94.16,7.05,168.26,orange
11.0,55.63,24.05,22.61,61.86,6.75,57.88,lentil
81.13,68.46,52.79,23.6,59.67,6.62,72.94,cotton
19.35,62.18,33.5,19.88,20.18,6.69,122.62,kidneybeans
24.73,30.65,30.48,31.71,45.92,6.52,85.91,pigeonpeas
95.59,43.71,45.87,23.62,86.41,6.1,213.15,coffee
90.38,59.95,41.48,20.29,82.34,6.02,191.06,coffee
26.96,55.66,23.48,16.85,64.5,6.51,41.22,lentil
27.76,52.01,20.58,27.55,54.49,6.97,99.87,pigeonpeas
88.42,57.7,60.48,36.33,62.08,6.15,87.79,pomegranate
89.92,30.38,38.53,15.71,85.22,5.74,197.5,coffee
86.45,45.43,50.06,23.04,81.87,6.17,156.1,coffee
61.3,45.86,53.71,18.66,80.57,5.81,204.43,coffee
71.04,46.91,47.55,15.29,91.08,6.64,147.78,orange
68.66,55.42,93.09,30.85,92.26,6.93,33.43,muskmelon
85.28,43.84,50.02,22.81,89.61,6.09,197.76,coffee
87.1,58.19,38.19,33.77,82.66,6.09,202.69,jute
133.23,78.68,51.03,26.29,59.02,6.12,71.16,cotton
90.19,47.07,39.66,11.53,94.36,6.98,146.54,orange
119.14,55.88,47.22,20.52,80.33,5.93,195.29,rice
116.79,40.16,52.02,34.88,50.98,6.46,79.74,pomegranate
10.83,72.82,29.57,22.32,61.85,6.9,47.05,lentil
85.83,42.88,40.45,24.48,56.12,6.17,132.96,mango
81.19,42.53,34.87,23.23,82.98,6.08,203.59,coffee
17.75,59.97,31.83,15.22,65.66,6.85,60.0,lentil
61.18,42.18,50.56,31.75,82.39,6.65,229.72,jute
36.39,51.97,22.62,31.47,48.46,6.74,87.76,pigeonpeas
17.71,63.61,38.15,20.95,18.61,6.7,75.24,chickpea
97.62,50.96,45.05,25.53,58.86,7.39,99.12,cotton
75.12,48.29,118.29,26.83,92.38,7.01,156.52,coconut
17.28,47.31,23.97,33.94,80.85,6.49,76.73,mungbean
95.11,56.63,85.5,28.09,93.73,6.11,149.56,papaya
22.49,48.09,36.74,30.73,69.03,6.42,71.39,blackgram
118.62,42.05,48.89,19.56,73.57,6.76,72.59,maize
16.98,34.41,31.62,31.56,85.79,7.25,77.05,mungbean
95.29,52.45,44.79,22.63,65.81,6.5,80.51,maize
93.81,47.31,47.04,31.78,80.14,6.38,198.29,jute
71.05,72.0,107.5,29.08,84.4,6.56,59.55,watermelon
131.33,64.87,60.8,25.5,59.13,7.1,93.99,cotton
51.43,65.46,57.59,8.04,94.33,5.51,182.55,apple
96.04,45.99,84.51,32.39,91.0,6.94,140.16,coconut
92.56,34.66,53.6,19.84,88.58,5.99,207.48,coffee
123.8,52.27,139.06,33.35,83.13,5.89,149.61,banana
24.07,49.64,30.05,28.0,86.29,7.14,86.78,mungbean
28.27,31.43,32.49,28.1,54.51,6.13,55.55,mothbeans
114.98,42.3,47.43,32.26,77.42,6.37,164.19,jute
58.76,52.45,151.49,28.28,94.02,6.01,153.44,coconut
26.64,49.68,31.45,28.44,68.89,7.12,91.75,blackgram
68.07,55.18,56.41,23.28,82.87,6.1,239.12,rice
112.82,55.13,44.99,27.9,59.16,7.07,140.44,mango
89.94,51.63,79.86,30.38,58.5,5.56,77.18,pomegranate
15.76,78.96,35.58,19.67,60.22,7.1,38.09,lentil
18.92,48.1,28.72,26.57,84.32,6.35,79.06,mungbean
63.52,66.21,61.5,12.5,90.49,6.2,191.18,apple
89.35,42.47,43.55,21.96,96.77,6.69,163.6,orange
148.13,63.04,67.45,24.89,62.18,7.02,71.33,cotton
92.16,36.82,44.91,13.69,92.05,6.19,156.95,orange
26.39,62.64,27.63,20.77,64.68,6.61,50.71,lentil
72.11,43.58,73.66,27.96,94.25,5.81,180.22,papaya
26.76,68.51,34.34,17.34,56.9,6.72,56.13,lentil
21.49,35.74,27.02,31.99,56.66,6.38,61.81,mothbeans
90.0,45.57,57.19,18.21,65.36,6.79,82.07,grapes
16.55,38.17,22.48,31.07,54.93,7.07,43.12,mothbeans
21.5,44.22,26.21,25.38,70.41,6.61,66.65,blackgram
20.07,42.99,32.3,32.07,86.96,6.54,60.1,mungbean
79.62,72.23,91.33,31.01,94.15,6.43,18.65,muskmelon
17.87,44.28,30.7,30.74,82.34,6.8,70.64,mungbean
16.25,48.0,27.69,20.76,16.06,6.6,92.83,chickpea
136.34,47.98,72.29,25.86,56.88,6.82,91.25,cotton
27.07,51.98,36.27,19.42,17.4,6.78,82.7,chickpea
20.69,39.71,27.37,28.5,70.8,6.32,74.39,blackgram
22.91,36.74,39.9,28.28,84.87,6.77,82.76,mungbean
106.07,59.45,33.62,21.17,67.42,6.8,84.2,maize
17.6,62.2,34.36,21.42,15.31,6.51,81.8,chickpea
22.64,65.76,25.15,18.13,21.66,5.56,123.79,kidneybeans
118.53,54.87,39.3,23.51,64.07,6.57,95.37,maize
30.44,41.86,27.44,32.5,57.66,6.81,67.33,mothbeans
95.32,41.53,113.33,24.06,92.02,5.6,184.6,papaya
22.26,67.24,23.35,19.62,22.61,5.67,112.0,kidneybeans
21.47,49.18,28.96,30.87,67.6,6.85,92.04,blackgram
58.36,49.96,113.72,34.8,93.05,6.28,155.41,coconut
24.12,48.83,38.36,32.73,55.68,6.89,53.47,mothbeans
124.87,60.37,53.47,24.69,58.88,6.57,91.55,cotton
103.57,48.08,112.5,29.72,84.01,5.76,155.38,banana
21.19,48.16,30.16,30.19,86.24,7.06,77.2,mungbean
89.2,44.57,67.17,36.22,63.13,6.28,74.21,pomegranate
80.14,55.52,97.09,27.38,81.83,6.55,56.83,watermelon
25.15,44.86,29.27,34.3,57.31,6.67,61.18,mothbeans
135.61,67.6,121.14,30.17,84.81,6.29,133.74,banana
72.87,36.73,106.61,34.31,93.17,6.67,177.74,coconut
99.97,78.19,57.11,25.13,62.54,6.46,91.25,cotton
27.27,67.15,29.3,19.0,20.42,6.23,123.86,kidneybeans
21.06,36.83,30.78,31.32,86.34,6.89,72.53,mungbean
11.61,57.57,26.25,14.22,60.35,6.59,44.67,lentil
16.61,66.83,29.98,22.66,17.51,6.6,80.57,chickpea
20.94,44.61,32.22,32.97,85.37,6.73,75.71,mungbean
90.32,43.76,65.71,21.87,71.83,6.04,84.83,grapes
81.86,63.72,81.76,28.55,90.2,6.27,31.48,muskmelon
85.2,55.62,64.1,31.2,61.38,6.6,59.06,pomegranate
114.63,43.79,44.8,20.96,86.21,5.69,213.89,coffee
105.04,58.21,57.43,16.25,76.56,6.54,71.33,grapes
24.19,58.63,28.15,17.04,21.71,6.61,138.65,kidneybeans
24.26,49.32,25.39,36.58,45.32,6.72,62.11,mothbeans
11.19,41.62,34.33,25.21,85.17,6.56,85.51,mungbean
25.94,51.8,37.05,32.47,67.89,6.69,72.4,blackgram
26.57,41.42,28.65,28.29,89.58,6.66,80.14,mungbean
20.3,65.29,25.53,20.68,21.93,6.55,67.21,chickpea
73.26,44.76,106.16,28.04,88.52,6.23,164.73,coconut
76.4,47.55,31.03,30.99,60.34,6.95,143.33,mango
13.46,47.23,29.57,28.67,70.23,7.04,75.54,blackgram
76.98,41.9,45.78,24.49,85.18,6.07,215.89,rice
15.11,57.7,33.63,13.94,64.33,7.42,43.87,lentil
71.57,60.84,70.9,33.45,81.95,6.63,48.99,watermelon
22.45,66.7,21.84,17.93,21.73,5.81,136.27,kidneybeans
92.46,50.08,46.27,28.23,93.12,6.35,164.54,orange
96.19,47.73,41.84,31.49,84.07,6.47,156.37,jute
99.64,39.95,77.92,31.36,65.37,5.94,52.76,pomegranate
55.76,60.24,68.09,16.41,90.82,5.56,149.63,apple
77.73,41.08,108.48,34.08,93.41,6.69,177.68,coconut
16.7,60.03,26.52,16.37,59.99,6.94,47.4,lentil
83.22,48.42,39.98,18.16,85.87,6.15,188.03,coffee
55.25,40.0,41.59,7.72,91.08,5.9,193.13,apple
13.25,41.69,21.93,29.87,65.97,6.29,92.77,blackgram
75.48,55.63,87.95,34.19,91.88,7.39,186.24,coconut
29.01,36.81,30.81,28.02,68.39,6.64,88.28,blackgram
89.1,57.15,84.22,30.31,91.47,6.73,32.84,muskmelon
86.39,49.15,44.37,24.28,85.89,5.91,209.52,coffee
123.81,44.5,39.72,22.19,65.96,6.55,88.32,maize
17.23,37.61,30.98,32.8,56.64,7.07,51.54,mothbeans
89.64,43.51,43.75,27.62,63.85,6.96,153.6,mango
62.85,59.1,57.71,1.91,94.01,6.49,171.26,apple
98.03,45.18,43.01,19.75,92.5,6.94,140.19,orange
93.85,55.55,80.16,29.16,80.8,6.38,135.92,banana
28.33,47.76,29.84,27.83,44.13,6.41,75.24,pigeonpeas
18.16,60.26,32.29,23.25,17.22,6.94,65.66,chickpea
74.88,47.76,58.06,25.22,56.13,6.56,72.08,pomegranate
114.32,43.65,41.87,16.84,85.63,5.72,212.05,coffee
56.83,50.92,119.4,30.24,92.27,6.31,178.83,coconut
24.09,55.98,25.68,21.19,58.77,6.56,41.82,lentil
19.61,58.32,30.2,30.87,57.11,7.09,40.44,mothbeans
75.58,41.9,123.06,30.63,90.55,6.52,183.39,coconut
112.87,52.23,45.46,19.34,90.21,7.27,161.7,orange
19.46,46.05,20.44,27.98,85.1,7.5,77.55,mungbean
16.77,66.89,27.27,16.52,21.3,6.18,134.7,kidneybeans
112.47,60.13,39.78,23.19,65.09,6.06,83.4,maize
29.03,54.29,26.53,28.53,56.43,6.83,82.39,pigeonpeas
95.52,34.48,63.49,30.44,48.11,5.95,63.51,pomegranate
94.35,43.93,110.94,22.35,92.31,5.82,192.22,papaya
31.12,38.83,31.47,36.67,55.86,6.68,67.97,mothbeans
16.64,36.51,28.81,29.2,86.15,6.83,77.28,mungbean
28.47,49.37,26.85,25.92,48.91,6.31,84.21,pigeonpeas
109.48,56.41,47.92,21.44,81.75,5.77,203.45,rice
87.34,32.94,40.83,11.38,92.47,6.74,159.83,orange
27.92,57.66,31.27,37.52,60.05,7.03,70.49,mothbeans
93.82,51.58,77.15,18.89,70.37,7.15,55.84,grapes
13.32,67.72,30.96,21.92,16.85,6.36,79.89,chickpea
96.98,43.91,46.51,30.48,49.77,6.01,81.03,pomegranate
24.24,44.88,36.23,34.42,50.19,6.56,54.8,mothbeans
87.2,47.58,35.53,32.61,64.13,6.89,151.12,mango
22.35,41.27,29.37,34.34,58.1,7.19,58.7,mothbeans
25.61,48.68,26.48,35.48,54.45,7.27,43.35,mothbeans
20.21,40.05,32.69,28.85,41.64,6.29,75.33,pigeonpeas
87.08,55.49,41.69,32.43,59.65,6.66,132.82,mango
77.31,51.48,62.59,22.01,68.05,6.92,70.44,grapes
74.83,36.45,52.53,24.58,88.79,6.61,143.23,orange
106.06,48.87,61.98,16.91,65.3,6.62,56.44,grapes
99.98,42.7,49.58,27.1,58.07,6.36,115.76,mango
82.65,31.84,54.7,16.35,69.88,6.54,82.07,grapes
80.03,46.09,48.07,24.14,89.95,6.06,232.18,rice
90.19,38.34,46.26,28.44,90.0,6.22,160.26,jute
75.54,43.43,39.9,13.31,93.48,6.26,122.12,orange
10.71,58.25,32.25,21.67,21.04,6.34,87.72,chickpea
65.85,63.07,53.3,12.53,95.27,5.85,134.82,apple
53.83,50.55,51.6,5.98,91.76,6.04,154.09,apple
90.94,48.88,77.79,27.14,97.0,6.19,189.1,papaya
18.84,60.02,26.24,18.27,61.26,7.02,51.19,lentil
97.1,41.56,47.83,32.57,71.51,6.58,216.83,jute
95.02,47.97,31.78,31.77,59.86,6.51,139.87,mango
69.66,52.05,65.36,15.77,94.44,5.9,158.18,apple
64.74,60.41,98.51,27.86,87.33,6.65,60.39,watermelon
13.93,46.13,32.3,31.25,65.6,7.33,82.93,blackgram
19.42,57.12,33.7,19.95,64.82,6.0,57.42,lentil
89.46,31.42,34.99,23.21,82.04,5.7,151.87,rice
94.21,36.28,46.87,27.12,77.09,6.49,196.63,jute
95.67,43.63,42.31,23.66,87.57,5.74,254.09,rice
131.43,61.08,133.42,32.87,77.81,6.37,140.7,banana
101.17,56.43,47.79,18.22,71.32,5.99,71.92,maize
114.16,56.91,59.13,24.21,82.92,5.84,219.84,rice
80.62,61.86,108.88,32.64,93.04,6.73,31.66,muskmelon
17.07,51.7,26.86,24.92,18.54,6.43,92.2,chickpea
18.99,32.98,31.21,30.04,71.44,6.71,80.81,blackgram
75.03,49.6,46.43,31.2,56.97,7.02,108.35,mango
28.8,74.57,27.56,21.83,20.8,6.46,80.67,chickpea
17.48,45.0,31.82,27.25,69.89,7.28,65.85,blackgram
85.15,41.43,44.02,24.4,82.09,5.92,212.88,rice
85.18,38.77,78.07,27.44,93.86,6.07,176.03,papaya
22.27,68.85,35.3,19.22,17.13,6.14,75.83,chickpea
12.46,70.79,31.35,15.96,62.13,6.78,53.55,lentil
108.63,43.51,73.23,31.62,41.12,6.47,76.52,pomegranate
26.98,52.34,28.61,31.47,85.09,7.4,83.23,mungbean
100.86,48.25,40.87,21.06,87.33,5.9,204.49,coffee
104.29,47.59,46.71,27.53,81.62,5.96,159.44,coffee
15.36,55.06,26.4,30.75,70.86,6.95,74.83,blackgram
26.85,38.32,29.72,29.15,54.89,6.25,95.19,pigeonpeas
67.19,46.08,150.24,27.29,90.58,6.21,172.89,coconut
17.02,59.08,31.22,32.06,84.55,6.35,87.78,mungbean
21.48,55.74,36.57,16.69,59.27,6.81,48.88,lentil
87.21,36.82,36.19,28.31,88.87,7.28,160.89,orange
17.16,69.0,32.73,20.7,22.13,6.56,116.76,kidneybeans
73.08,44.5,44.74,22.7,87.88,5.72,188.28,coffee
82.17,39.27,53.33,30.31,55.57,6.29,83.04,pomegranate
114.45,47.09,100.64,28.24,93.08,5.82,174.46,papaya
18.6,50.75,26.03,33.13,87.77,6.67,73.51,mungbean
20.39,49.41,36.78,31.6,52.42,6.78,59.67,mothbeans
76.1,39.22,45.6,24.28,84.33,5.94,195.64,coffee
27.25,45.76,38.58,31.03,44.93,6.75,85.06,pigeonpeas
64.51,76.95,63.72,7.33,96.32,5.67,146.22,apple
26.6,55.8,24.09,14.37,65.55,6.49,44.21,lentil
88.95,58.5,97.91,29.74,89.39,5.96,159.78,papaya
29.88,38.97,35.11,29.28,69.01,6.4,80.46,blackgram
103.39,56.88,115.96,28.72,82.02,5.82,174.64,banana
93.5,38.71,52.58,20.84,73.2,6.21,94.39,grapes
11.72,58.2,25.95,18.6,21.08,6.34,118.92,kidneybeans
93.81,37.25,44.09,26.7,56.12,6.41,128.1,mango
29.21,49.65,31.77,29.58,82.89,7.04,77.82,mungbean
24.61,66.84,27.87,18.76,19.48,6.53,83.67,chickpea
92.99,48.9,41.45,19.78,95.37,7.01,163.16,orange
81.76,47.26,45.39,24.34,84.43,6.18,262.75,rice
78.67,33.81,45.31,21.52,82.66,5.93,231.38,rice
30.9,41.16,31.27,30.42,47.56,6.81,86.92,pigeonpeas
125.15,56.55,49.15,25.34,66.42,7.44,100.74,cotton
95.03,53.72,54.45,22.89,83.18,5.55,215.37,coffee
104.9,50.97,61.09,20.0,68.94,5.94,86.5,grapes
88.59,51.24,40.6,25.58,83.68,6.24,167.41,rice
76.2,56.13,72.45,32.67,90.42,6.57,28.8,muskmelon
25.81,68.39,28.05,20.68,23.62,6.6,103.94,kidneybeans
32.57,44.72,30.05,39.18,53.68,6.58,63.25,mothbeans
72.87,40.72,53.13,10.88,93.06,6.88,175.72,orange
97.24,51.9,44.38,18.22,92.83,7.19,177.04,orange
19.94,44.57,24.82,33.84,49.35,6.99,46.95,mothbeans
112.38,50.24,72.74,16.38,70.1,6.32,74.88,grapes
77.73,38.5,87.26,25.5,89.53,5.97,183.44,papaya
108.93,54.56,55.11,23.77,60.53,6.65,75.16,cotton
85.85,33.04,54.82,17.1,93.86,6.42,113.57,orange
92.5,50.93,47.81,22.44,86.87,6.09,202.0,coffee
97.65,44.62,49.52,21.14,93.29,7.01,175.93,orange
16.74,63.44,29.98,18.9,62.16,7.36,58.0,lentil
16.78,55.98,28.97,21.4,17.99,7.03,83.58,chickpea
25.91,47.77,29.3,32.87,47.66,6.77,72.85,pigeonpeas
86.97,73.15,85.52,30.6,91.01,6.23,25.77,muskmelon
56.41,65.22,100.57,35.57,91.89,6.59,34.68,muskmelon
72.14,58.57,98.63,34.85,82.18,6.52,52.13,watermelon
55.37,52.25,51.89,8.36,93.23,5.65,145.31,apple
92.96,45.66,76.31,21.31,71.97,6.73,81.46,grapes
99.53,56.81,39.71,22.63,66.29,6.6,62.88,maize
159.51,67.78,47.91,26.09,51.27,6.53,82.04,cotton
12.43,45.48,33.09,31.05,86.13,6.65,61.27,mungbean
113.75,65.78,132.12,25.34,78.49,6.06,114.86,banana
104.04,56.27,65.73,19.52,72.16,5.93,80.89,grapes
92.22,62.81,51.31,20.53,71.55,6.75,63.36,maize
82.99,74.3,94.1,30.18,82.73,6.48,56.13,watermelon
86.65,37.53,41.67,23.32,83.67,6.03,160.32,rice
82.6,43.88,40.84,29.09,75.3,6.27,185.97,jute
111.77,58.57,45.35,20.49,64.16,6.36,72.44,maize
16.41,55.82,38.17,19.97,66.5,6.67,51.51,lentil
21.51,61.3,22.9,18.35,22.01,5.74,125.33,kidneybeans
89.23,43.57,64.64,19.02,71.99,6.66,71.0,grapes
34.87,43.58,28.59,31.47,59.71,7.27,59.17,mothbeans
67.08,77.95,107.4,36.62,92.68,6.81,29.22,muskmelon
68.04,52.07,83.32,31.75,90.12,6.21,26.31,muskmelon
85.41,31.96,46.73,29.12,55.99,5.97,115.8,mango
83.33,41.29,60.52,33.67,58.16,6.32,56.57,pomegranate
83.78,62.34,90.71,28.78,77.01,6.39,144.28,banana
26.87,62.67,26.68,18.39,65.95,7.12,45.02,lentil
104.03,51.51,38.51,32.17,55.51,7.1,171.61,mango
94.77,53.55,75.57,33.66,92.81,6.59,30.9,muskmelon
20.61,44.26,29.35,31.59,82.45,6.54,75.72,mungbean
22.95,45.77,33.86,31.49,85.17,6.21,71.29,mungbean
72.62,59.91,68.93,33.16,92.27,6.37,33.42,muskmelon
19.39,43.02,22.11,28.42,85.92,6.53,87.14,mungbean
37.99,33.66,32.86,32.1,41.05,7.17,74.18,pigeonpeas
80.28,54.88,102.9,30.68,92.77,6.66,19.83,muskmelon
27.13,45.4,26.94,35.15,59.05,6.79,68.99,mothbeans
85.27,34.83,41.71,20.89,95.67,6.24,159.31,orange
136.22,55.08,71.41,26.61,59.75,7.15,82.93,cotton
20.55,59.33,27.14,30.34,84.09,6.41,75.32,mungbean
125.61,44.63,43.21,23.08,62.56,6.6,72.32,maize
68.35,58.48,68.61,9.83,95.06,6.11,143.85,apple
87.61,61.83,111.7,32.21,79.7,5.89,149.62,banana
83.87,39.89,89.11,27.23,90.62,6.2,168.31,papaya
83.62,58.75,71.0,16.11,66.89,7.22,82.25,grapes
61.91,57.1,58.09,12.19,90.2,6.1,144.26,apple
92.91,37.55,35.33,26.26,91.26,6.77,147.54,orange
98.24,71.29,62.78,28.02,60.5,6.58,83.19,cotton
117.85,73.62,94.41,30.54,80.03,6.06,158.46,banana
22.63,49.4,26.99,35.02,55.07,6.76,47.33,mothbeans
101.9,49.09,40.26,27.93,83.49,6.05,176.62,jute
108.43,61.97,132.06,31.57,79.42,6.32,128.63,banana
63.55,41.25,40.63,33.11,84.27,6.68,225.01,jute
106.68,49.8,111.51,29.74,92.34,6.04,153.52,papaya
30.62,45.73,30.28,30.89,47.99,6.81,57.36,mothbeans
128.87,55.55,53.04,22.96,66.66,7.02,72.61,cotton
86.66,53.19,40.76,21.76,89.19,5.83,249.42,rice
27.77,49.45,29.75,27.25,48.9,6.79,76.1,pigeonpeas
24.59,60.26,32.27,20.61,62.28,6.97,59.05,lentil
82.19,36.64,45.85,28.1,59.03,6.66,167.65,mango
83.01,51.07,47.02,30.21,78.6,6.23,226.03,jute
74.13,53.69,119.19,30.99,91.17,5.58,166.44,coconut
90.17,45.46,43.52,30.79,89.08,6.56,203.25,jute
27.28,42.31,25.19,29.86,52.59,6.51,59.61,mothbeans
102.24,54.46,92.36,32.92,81.94,6.14,126.27,banana
64.38,47.23,62.96,27.35,52.32,6.2,88.63,pomegranate
118.94,55.26,152.75,31.33,78.81,6.16,145.22,banana
112.14,50.54,46.48,32.57,46.81,5.95,74.58,pomegranate
93.98,56.11,44.78,30.51,50.03,5.98,117.44,mango
63.46,51.27,42.91,15.55,92.82,6.04,162.95,apple
18.45,41.94,27.39,31.29,73.46,6.66,97.77,blackgram
95.06,71.34,106.03,29.02,78.79,6.09,188.72,banana
108.03,63.74,42.0,22.32,61.79,6.62,98.88,cotton
83.06,33.54,58.59,21.9,84.87,6.3,184.02,coffee
13.58,49.45,28.69,20.82,62.79,7.34,39.77,lentil
70.99,54.62,72.89,8.63,93.98,5.86,170.79,apple
102.11,38.28,46.2,21.94,83.73,5.75,187.78,coffee
103.06,30.18,46.83,24.48,81.7,5.54,221.65,rice
69.6,54.79,84.2,26.05,83.42,6.37,66.96,watermelon
19.2,44.25,31.56,28.99,82.16,6.91,60.99,mungbean
25.07,52.33,26.41,31.87,83.7,6.93,72.3,mungbean
114.58,61.89,61.87,26.45,63.02,6.87,73.58,cotton
76.89,51.27,94.23,27.04,81.47,6.41,55.21,watermelon
77.29,50.82,48.81,19.21,73.06,6.73,73.37,grapes
60.92,71.97,105.9,34.8,90.39,6.42,24.71,muskmelon
90.18,30.79,45.45,18.36,90.98,6.3,141.24,orange
113.75,55.18,46.83,31.03,51.34,6.45,190.54,mango
94.39,49.39,40.46,34.01,54.87,6.66,148.71,mango
25.1,65.37,25.64,19.01,19.72,5.57,135.05,kidneybeans
21.13,44.55,35.2,31.9,61.58,6.47,58.21,mothbeans
87.96,59.89,59.52,22.71,64.81,6.65,64.24,grapes
22.54,50.99,32.38,31.25,70.72,6.8,85.75,blackgram
18.38,50.15,29.66,18.43,20.17,6.65,104.32,kidneybeans
19.8,52.67,26.09,17.72,22.03,6.18,130.19,kidneybeans
69.2,49.83,125.93,34.58,92.3,6.54,169.59,coconut
18.45,38.62,33.07,32.64,82.9,6.99,76.6,mungbean
104.03,43.27,56.58,19.96,67.36,5.58,59.36,grapes
18.31,55.27,27.57,29.16,86.99,6.72,88.56,mungbean
60.45,45.12,62.67,20.09,73.7,6.41,87.13,grapes
81.6,60.87,97.06,26.39,82.72,6.59,133.91,banana
18.34,49.32,29.81,16.58,21.43,5.91,144.08,kidneybeans
126.81,63.6,78.94,24.15,53.58,7.31,75.75,cotton
86.64,32.69,41.08,21.91,85.72,6.04,186.41,coffee
18.85,77.59,30.79,17.63,65.67,6.89,56.37,lentil
75.28,50.8,61.41,17.39,69.08,6.79,76.14,grapes
18.29,44.22,32.08,34.34,55.56,7.29,54.72,mothbeans
71.3,68.06,112.81,27.27,82.66,6.34,52.74,watermelon
106.59,57.2,67.19,24.36,63.88,6.68,88.5,cotton
134.88,65.26,44.53,21.96,70.06,6.84,65.14,maize
86.51,47.81,37.72,21.43,83.95,5.86,251.46,rice
17.24,56.26,32.16,21.75,19.0,6.77,89.2,chickpea
20.84,42.35,22.82,32.77,63.58,6.85,46.99,mothbeans
86.4,46.11,53.17,29.84,49.34,6.3,143.09,mango
114.97,53.46,153.14,30.8,80.38,6.16,163.94,banana
95.66,36.81,37.71,33.64,77.26,6.46,176.47,jute
18.59,49.43,24.61,28.51,85.18,6.7,98.92,mungbean
87.13,44.04,57.89,20.59,65.86,6.39,73.77,grapes
118.57,36.99,42.87,35.81,84.32,6.95,173.14,jute
87.78,48.81,47.09,24.72,84.15,6.06,246.48,rice
26.34,45.92,33.1,32.82,52.8,6.92,87.63,pigeonpeas
89.81,45.48,36.3,26.16,88.64,5.51,207.24,coffee
15.8,44.48,32.97,33.11,57.45,7.33,53.07,mothbeans
23.38,45.49,31.28,33.37,50.13,6.71,72.09,mothbeans
78.86,51.38,104.9,24.52,93.25,5.92,170.71,papaya
65.57,45.27,122.08,32.56,92.9,7.08,151.53,coconut
87.5,50.33,58.52,23.83,64.64,6.44,71.64,grapes
58.54,51.63,43.6,14.11,88.03,5.8,131.51,apple
106.83,51.13,48.56,29.79,81.1,6.78,208.84,jute
84.81,45.02,38.24,24.88,90.69,6.41,140.81,orange
96.07,37.4,99.36,25.31,92.18,5.66,197.27,papaya
23.74,39.0,34.23,36.44,48.66,6.77,63.92,mothbeans
